Suburb,Actual_Price_2025,Predicted_Price_2025,Prediction_Error,Error_Percent,Absolute_Error,Historical_Growth_Rate,Forecast_Price_2026,Forecast_2026_Lower,Forecast_2026_Upper,Median_Income,Crime_Rate,Education_Rate,Employment_Rate,Risk_Score,Population,Expected_Growth_2026,Value_Gap,Value_Gap_Percent,Value_Category,Value_Score,Growth_Score,Safety_Score,Income_Score,Education_Score,Investment_Score,Price_Category,Crime_Rate_Risk,Crime_Risk_Category,Income_Risk,Employment_Risk,Education_Risk,Economic_Risk,Economic_Risk_Category,Prediction_Error_Abs,Prediction_Uncertainty_Risk,Growth_Risk,Price_Level_Risk,Market_Risk,Market_Risk_Category,Total_Risk_Score,Total_Risk_Category,Risk_Adjusted_Return,Investment_Strategy
ERINDALE,3075000.0,3290310.311277493,-215310.3112774929,-7.001961342357493,215310.3112774929,20.168067226890752,3953902.306829256,3892856.938501281,4014947.675157231,915.0,23.017902813299237,0.6410912190963342,0.599802371541502,1.981461174207141,1172.0,28.582188839975803,215310.3112774929,6.5437691557395,Undervalued,66.83299816108028,68.02070454643837,97.9851359677622,52.41157556270096,85.184252710259,73.03226438391717,Premium (>$1M),1.073515963153059,Very Low Crime Risk,47.58842443729904,27.914655224371003,14.815747289740997,35.13175824390902,Low Economic Risk,215310.3112774929,43.78474629792651,20,42.06079681934896,35.02909772400785,Low Market Risk,24.893753455701997,Low Risk,1.1038256345829922,Low Risk / High Return (BEST)
ETHELTON,815000.0,777802.4242384025,37197.57576159749,4.564119725349385,37197.57576159749,12.145289443813848,872268.7799631575,811223.4116351829,933314.148291132,787.0,55.77956989247312,0.4247311827956989,0.5862619808306709,4.371335797707351,1487.0,7.026844167258588,-37197.57576159749,-4.782393909098455,Fairly Valued,44.60196229437807,37.27342318301383,94.56805412347197,38.69239013933547,41.74347958706064,51.59076178836766,Upper-Mid ($750k-$1M),3.330479711010502,Very Low Crime Risk,61.30760986066453,29.687311702627184,58.256520412939366,51.2113025237083,Moderate Economic Risk,37197.57576159749,7.540732580239248,40,4.62188354178746,18.171763917542563,Very Low Market Risk,30.23914795866581,Low Risk,0.2249371262159961,Low Risk / Low Return (SAFE)
EVANSTON,705000.0,620150.2741157291,84849.72588427085,12.035422111244094,84849.72588427085,19.739382239382238,742564.1071820096,681518.738854035,803609.4755099842,604.0,104.22316931421928,0.3219682293684618,0.4955419990614735,7.247444433829786,2580.0,5.328242153476541,-84849.72588427085,-13.682123418434006,Significantly Overvalued,27.133539423069404,34.850479136642775,90.45574693126188,19.078242229367632,21.110731406618125,39.91664047240085,Mid-Range ($500k-$750k),6.66777776261398,Very Low Crime Risk,80.92175777063237,41.56402684510924,78.88926859338187,68.70794065752534,High Economic Risk,84849.72588427085,17.237429325258546,40,2.7996355504017227,21.594880617703847,Low Market Risk,40.673279781087636,Moderate Risk,0.1278575188098017,High Risk / Low Return (AVOID)
EVANSTON GARDENS,710000.0,654203.8265740185,55796.17342598154,7.858615975490359,55796.17342598154,23.420074349442377,807418.8491545507,746373.4808265761,868464.2174825253,791.0,58.77342419080068,0.3649914821124361,0.6306913996627319,4.695709233312876,2347.0,13.720964669655029,-55796.17342598154,-8.528866869852925,Overvalued,37.248370942446186,46.82214577098375,94.10425967723684,39.12111468381565,29.748941093716063,50.54396097287111,Mid-Range ($500k-$750k),3.536727476161251,Very Low Crime Risk,60.87888531618435,23.87078108694776,70.25105890628393,51.65088876543329,Moderate Economic Risk,55796.17342598154,11.325345886666872,20,2.88246500455562,12.250754605805655,Very Low Market Risk,29.336613546726152,Low Risk,0.45229058439635095,Low Risk / Low Return (SAFE)
EVANSTON PARK,727500.0,651223.2652535763,76276.73474642367,10.484774535590882,76276.73474642367,13.172296659747122,737004.3256700693,675958.9573420947,798049.6939980439,713.0,34.05060297942776,0.3676992196736817,0.579731308411215,2.783494021590331,4228.0,1.3064365182225863,-76276.73474642367,-11.712839331181248,Significantly Overvalued,30.99885770648301,29.113637933974523,96.83837627820844,30.760986066452308,30.292600704272758,43.58915003147535,Mid-Range ($500k-$750k),1.8335628879861878,Very Low Crime Risk,69.2390139335477,30.542282509522536,69.70739929572726,57.72367157877606,Moderate Economic Risk,76276.73474642367,15.492918426013977,40,3.17236809409426,20.990259393929158,Low Market Risk,33.60995653456972,Low Risk,0.03774741863422072,Low Risk / Low Return (SAFE)
EVANSTON SOUTH,774000.0,717773.3858853553,56226.614114644704,7.264420428248671,56226.614114644704,10.844155844155845,795609.8504586372,734564.4821306627,856655.2187866118,875.0,41.775456919060055,0.4164490861618799,0.6694214876033058,2.7960117167362166,765.0,2.791970343493182,-56226.614114644704,-7.833477141993862,Overvalued,38.61328454053523,31.232654224087117,96.82047827285086,48.12433011789925,40.08060003219582,49.98295409365699,Upper-Mid ($750k-$1M),2.3657310239088813,Very Low Crime Risk,51.87566988210075,18.80038520565519,59.919399967804175,43.56183049630777,Moderate Economic Risk,56226.614114644704,11.412935907556571,40,3.9426820177255033,19.550844867454003,Very Low Market Risk,26.400803528817352,Low Risk,0.10189373974222596,Low Risk / Low Return (SAFE)
EVERARD PARK,1821250.0,1988724.0467917616,-167474.04679176165,-9.19555507435891,167474.04679176165,18.17574191248552,2350189.39688817,2289144.028560195,2411234.7652161447,744.0,59.70149253731344,0.5792910447761194,0.5780590717299579,4.23046372111064,1071.0,29.04265734458037,167474.04679176165,8.421180759690275,Undervalued,70.51798878544842,68.67753258073985,94.769475323803,34.08360128617363,72.77601227213944,69.66881626572008,Premium (>$1M),3.6006624587294858,Very Low Crime Risk,65.91639871382637,30.761205378848373,27.22398772786056,47.63135851613981,Moderate Economic Risk,167474.04679176165,34.050584272948626,20,21.291311190259258,25.943061506744264,Low Market Risk,30.084490297037608,Low Risk,0.934313449152749,Low Risk / High Return (BEST)
EYRE,720000.0,701641.5637162942,18358.43628370576,2.549782817181355,18358.43628370576,21.49068322981367,852429.1295832742,791383.7612552997,913474.4979112488,921.0,109.51526032315978,0.4236983842010772,0.7364620938628159,6.242646352281414,1113.0,18.392934664343645,-18358.43628370576,-2.616497829243324,Fairly Valued,48.85319134336563,53.48640366754095,91.89242367064996,53.05466237942122,41.53611426119898,58.517853837058,Mid-Range ($500k-$750k),7.0323519318305925,Very Low Crime Risk,46.945337620578776,10.023683888086737,58.46388573880101,38.17255112447562,Low Economic Risk,18358.43628370576,3.7071716184786245,20,3.048123912863414,9.244899625607305,Very Low Market Risk,23.04496106690845,Low Risk,0.7649392574669905,Low Risk / Low Return (SAFE)
FAIRVIEW PARK,905000.0,881060.8936076039,23939.10639239615,2.6452051262316187,23939.10639239615,17.440919223991084,1034726.01237588,973680.6440479056,1095771.3807038548,872.0,20.564197205378328,0.4265752702346427,0.6375,1.8331354731942449,3792.0,14.334366008384547,-23939.10639239615,-2.7170773968158723,Fairly Valued,48.65577338625496,47.69712243394055,98.19721448225368,47.80278670953912,42.11373550596419,57.54224707783965,Upper-Mid ($750k-$1M),0.9044792474203491,Very Low Crime Risk,52.19721329046088,22.979425013591538,57.886264494035814,44.56968704811507,Moderate Economic Risk,23939.10639239615,4.842777578307426,20,6.112813716557608,10.465314460462373,Very Low Market Risk,24.649250190376115,Low Risk,0.5588610155069157,Low Risk / Low Return (SAFE)
FELIXSTOW,1612000.0,1767463.8844318578,-155463.88443185785,-9.644161565251729,155463.88443185785,20.21401819154628,2124739.355559924,2063693.987231949,2185784.7238878985,687.0,49.23325262308313,0.5282485875706214,0.5182584269662921,3.605650991244468,2477.0,31.80765233002008,155463.88443185785,8.795873330211265,Undervalued,71.25343678549523,72.62161605871728,95.66284278932308,27.974276527331188,62.527706526647705,69.11291573995695,Premium (>$1M),2.8795014160635253,Very Low Crime Risk,72.02572347266882,38.59007845999321,37.472293473352295,55.08434396900283,Moderate Economic Risk,155463.88443185785,31.60664623526037,50,17.824898533918663,34.59888312758381,Low Market Risk,35.32579903483724,Low Risk,0.8756215465354483,Low Risk / High Return (BEST)
FERRYDEN PARK,920500.0,921035.2419792408,-535.2419792406727,-0.058146874442224,535.2419792406727,14.615384615384611,1055648.085037745,994602.7167097704,1116693.4533657196,548.0,59.60854092526691,0.4721975088967972,0.5316929660336989,4.735981290691856,4495.0,14.682029879168397,535.2419792406727,0.0581130835005265,Fairly Valued,54.10292779782948,48.19304207787082,94.04667803058943,13.076098606645232,51.27376964619344,54.17726622055057,Upper-Mid ($750k-$1M),3.5942589867026515,Very Low Crime Risk,86.92390139335477,36.831279676500586,48.72623035380654,64.25658067038887,High Economic Risk,535.2419792406727,0.0803445025344749,20,6.369585024434689,8.624534057122462,Very Low Market Risk,34.93147484262972,Low Risk,0.40861194658643357,Low Risk / Low Return (SAFE)
FINDON,1010000.0,971892.6340168404,38107.36598315975,3.773006532986114,38107.36598315975,13.867595818815332,1106670.776295134,1045625.4079671592,1167716.1446231084,721.0,95.3129465561589,0.4964275507287796,0.601113172541744,5.617764381493799,6997.0,9.571363989617216,-38107.36598315975,-3.920944006506325,Fairly Valued,46.29281943392842,40.90301334270619,92.78589013797254,31.618435155412648,56.13867800905854,53.027410267667335,Premium (>$1M),6.053949116419713,Very Low Crime Risk,68.38156484458736,27.743050140410972,43.86132199094146,51.28596186260526,Moderate Economic Risk,38107.36598315975,7.725865042412777,40,7.852232253789447,19.053404080412474,Very Low Market Risk,31.269846482311042,Low Risk,0.29660395176852894,Low Risk / Low Return (SAFE)
FIRLE,1634000.0,1623547.0869257555,10452.91307424428,0.6397131624384503,10452.91307424428,,,,,735.0,64.94367130550033,0.5745526838966203,0.6155660377358491,4.663258708242866,1508.0,,-10452.91307424428,-0.6438318394594421,Fairly Valued,52.725147637907696,50.0,94.15065796899826,33.11897106109325,71.82464406449066,59.29798595078501,Premium (>$1M),3.9617981546326666,Very Low Crime Risk,66.88102893890675,25.850935971563544,28.175355935509344,46.83086644802431,Moderate Economic Risk,10452.91307424428,2.098483217734557,50,18.18934813219581,22.886730320142775,Low Market Risk,29.181318734430512,Low Risk,,Unknown Growth
FITZROY,2160000.0,2449358.637317985,-289358.63731798483,-13.396233209165963,289358.63731798483,24.52830188679245,3050144.718169566,2989099.349841591,3111190.0864975406,1100.0,28.06122448979592,0.6173469387755102,0.6427480916030535,1.7746666226841716,783.0,41.21040361896138,289358.63731798483,11.81364921042468,Significantly Undervalued,77.1767387410329,86.0340223023209,98.28081420148992,72.2400857449089,80.4168755549081,83.19539045541524,Premium (>$1M),1.4209523181202453,Very Low Crime Risk,27.759914255091104,22.292364811466555,19.583124445091897,24.4842914600039,Low Economic Risk,289358.63731798483,58.85277912000316,50,26.903006709185785,47.766863325297706,Moderate Market Risk,22.221804090497564,Low Risk,1.7746426357900766,Low Risk / High Return (BEST)
FLAGSTAFF HILL,1086250.0,1082726.6669557325,3523.3330442674924,0.3243574724296886,3523.3330442674924,16.14145658263305,1257494.521810982,1196449.153483007,1318539.8901389565,844.0,12.076583210603827,0.5152675503190967,0.6372059871703493,1.4838349961457609,10184.0,15.764743089618587,-3523.3330442674924,-0.3254129737262252,Fairly Valued,53.35014139653773,49.73746125664392,98.69665002024696,44.80171489817792,59.921373565214296,60.89113232841981,Premium (>$1M),0.31976428020822956,Very Low Crime Risk,55.19828510182208,23.017916055563745,40.078626434785704,42.520242654537306,Moderate Economic Risk,3523.3330442674924,0.6883886900365286,20,9.115381429636377,9.554200833423705,Very Low Market Risk,23.266890778015863,Low Risk,0.6496400067824248,Low Risk / Low Return (SAFE)
FLINDERS PARK,1263500.0,1289292.068975901,-25792.068975901,-2.041319269956549,25792.068975901,15.426219870664314,1488181.0983111607,1427135.729983186,1549226.4666391353,786.0,41.89435336976321,0.4967213114754098,0.626129103326724,3.071745292040435,5489.0,17.782437539466617,25792.068975901,2.0004830244855167,Fairly Valued,57.91541889276141,52.6155696746188,96.42622989481112,38.58520900321543,56.19765929860285,61.221311345787946,Premium (>$1M),2.3739218457720495,Very Low Crime Risk,61.41479099678457,24.468059579752236,43.80234070139715,46.80828151259738,Moderate Economic Risk,25792.068975901,5.219835406880933,20,12.051685579392032,12.100855557600383,Very Low Market Risk,26.536488421550384,Low Risk,0.6457772417179334,Low Risk / Low Return (SAFE)
FREWVILLE,2480000.0,2728455.1469417224,-248455.1469417224,-10.018352699262998,248455.1469417224,37.25095114240993,3744830.640671552,3683785.272343578,3805876.008999527,890.0,91.41583054626533,0.5830546265328874,0.6426592797783933,5.999832715074382,896.0,51.00123551094968,248455.1469417224,9.106074080792986,Undervalued,71.86229999650348,100.0,92.23960258250057,49.732047159699896,73.53166430484289,79.81958401989044,Premium (>$1M),5.7854753072491185,Very Low Crime Risk,50.267952840300104,22.303991717934153,26.46833569515711,37.11884107456172,Low Economic Risk,248455.1469417224,50.52936158332599,70,32.2040917750352,52.7627675770892,Moderate Market Risk,30.847616644873437,Low Risk,1.6014145133576088,Low Risk / High Return (BEST)
FULHAM,1620000.0,1707255.9771863492,-87255.97718634922,-5.386171431256124,87255.97718634922,16.105431010224184,1982216.9107600253,1921171.542432051,2043262.279088,812.0,62.307428962684014,0.4809996576514892,0.5890073831009024,3.756130489500304,2920.0,22.359068565433677,87255.97718634922,5.110890127334732,Undervalued,64.02053776378973,59.14383280325698,95.44768474028918,41.37191854233655,53.041065277988906,64.59155078715837,Premium (>$1M),3.780186413571863,Very Low Crime Risk,58.62808145766345,29.327894074016797,46.958934722011094,47.50419589543898,Moderate Economic Risk,87255.97718634922,17.727075419054845,20,17.957425660564898,18.58018658276316,Very Low Market Risk,28.602191188343685,Low Risk,0.7553180243710439,Low Risk / High Return (BEST)
FULHAM GARDENS,1440000.0,1512786.6118603875,-72786.61186038773,-5.054625823638037,72786.61186038773,17.001629549158068,1769984.9874781503,1708939.619150176,1831030.355806125,767.0,30.7271067843018,0.4721630666261028,0.5771872740419378,2.5632241767350674,6573.0,22.91562413042712,72786.61186038773,4.811426230886361,Fairly Valued,63.43274889083999,59.93772270903486,97.15332170685072,36.548767416934616,51.266854326281965,64.05392023104925,Premium (>$1M),1.6046059667643824,Very Low Crime Risk,63.451232583065384,30.875337818037238,48.733145673718035,50.73484677168747,Moderate Economic Risk,72786.61186038773,14.782716197119392,20,14.9755653110246,16.656977806603905,Very Low Market Risk,29.180200737193832,Low Risk,0.7592932972836755,Low Risk / High Return (BEST)
FULLARTON,1951500.0,2080598.0550748715,-129098.05507487128,-6.615324369709008,129098.05507487128,16.350078492935634,2420777.470202105,2359732.1018741303,2481822.83853008,846.0,53.09931126416352,0.583203732503888,0.543910851684797,3.8220849698709496,4500.0,24.047013589654377,129098.05507487128,6.204853203624936,Undervalued,66.16777264347785,61.55157535498692,95.35338194498436,45.01607717041801,73.56160180517013,68.41747377686667,Premium (>$1M),3.1458356712442135,Very Low Crime Risk,54.98392282958199,35.23176053318015,26.438398194829873,43.349169213711015,Moderate Economic Risk,129098.05507487128,26.241485354849654,20,23.449018470968277,23.358848759681933,Low Market Risk,27.29010506016516,Low Risk,0.8500149977708845,Low Risk / High Return (BEST)
GAWLER,791000.0,725239.445210606,65760.55478939402,8.313597318507462,65760.55478939402,13.964285714285714,826513.9534525156,765468.5851245411,887559.3217804902,597.0,514.2002989536621,0.3991031390134529,0.4241435562805872,26.957881077591207,668.0,4.489753913086681,-65760.55478939402,-9.067426658004996,Overvalued,36.19128374546404,33.654430813656724,62.27344207889009,18.32797427652733,36.59788036008974,38.134665420319486,Upper-Mid ($750k-$1M),34.91125868227315,Low Crime Risk,81.67202572347267,50.91123955380171,63.402119639910254,68.78980865585889,High Economic Risk,65760.55478939402,13.352989635878501,40,4.224302161848754,20.39727139481359,Low Market Risk,48.94773621157411,Moderate Risk,0.08988903709406344,High Risk / Low Return (AVOID)
GAWLER EAST,860000.0,802879.5124813222,57120.48751867784,6.641917153334632,57120.48751867784,14.486450317832052,919188.254168981,858142.8858410064,980233.6224969556,776.0,29.349736379613358,0.3810193321616871,0.5537948290241869,2.4968028757594896,5689.0,6.882355135928021,-57120.48751867784,-7.1144532436934815,Overvalued,40.024587378100414,37.067319083649885,97.24829196989546,37.51339764201501,32.96701319957712,49.64757534458165,Upper-Mid ($750k-$1M),1.5097183939421284,Very Low Crime Risk,62.48660235798499,33.93778779370878,67.03298680042289,54.8312348771897,Moderate Economic Risk,57120.48751867784,11.594829469652591,40,5.367348629172533,19.97976894515417,Very Low Market Risk,31.864486745808325,Low Risk,0.2094161758605838,Low Risk / Low Return (SAFE)
GAWLER SOUTH,982500.0,966704.4622016514,15795.53779834858,1.6076883255316623,15795.53779834858,29.06784335355764,1247704.6009662794,1186659.2326383048,1308749.969294254,715.0,62.237495227185946,0.3818251240931653,0.5444887118193891,4.472758056291305,2618.0,26.99283470394701,-15795.53779834858,-1.633957265737094,Fairly Valued,50.781725691913735,65.75359541185546,94.42303891848746,30.97534833869239,33.1288001223303,58.51670660727236,Upper-Mid ($750k-$1M),3.775368651844721,Very Low Crime Risk,69.02465166130762,35.15610928108657,66.8711998776697,58.43339859051372,Moderate Economic Risk,15795.53779834858,3.1856495184936087,20,7.396670255943014,10.123427371383197,Very Low Market Risk,32.37399536508691,Low Risk,0.8087984195079221,Low Risk / High Return (BEST)
GAWLER WEST,625000.0,537973.2825016822,87026.71749831783,13.924274799730853,87026.71749831783,17.04260651629073,629657.952201217,568612.5838732424,690703.3205291915,545.0,77.8688524590164,0.2745901639344262,0.445409429280397,5.766553171837608,975.0,0.7452723521947116,-87026.71749831783,-16.17677314635894,Significantly Overvalued,22.237031465442573,28.31317416195377,92.5731494907778,12.754555198285104,11.598162326272012,35.33703239064674,Mid-Range ($500k-$750k),4.852218816910869,Very Low Crime Risk,87.2454448017149,48.12719230258524,88.401837673728,75.74124762637862,High Economic Risk,87026.71749831783,17.680423554134265,40,1.4743642839393687,21.440760492638546,Low Market Risk,43.61444155679028,Moderate Risk,0.01670473340445257,High Risk / Low Return (AVOID)
GILLES PLAINS,915000.0,876837.837387226,38162.16261277394,4.170728154401524,38162.16261277394,18.702118071203245,1040825.0850283704,979779.7167003956,1101870.453356345,678.0,98.24475865431496,0.4678205753291077,0.5630454408666867,6.35914593950652,4101.0,13.75137541293664,-38162.16261277394,-4.352248612638383,Fairly Valued,45.446253115440335,46.86552469599505,91.7258506544508,27.009646302250808,50.394968822620335,52.78637106712068,Upper-Mid ($750k-$1M),6.2559227707236005,Very Low Crime Risk,72.99035369774919,32.72673285736019,49.60503117737968,56.234202941558586,Moderate Economic Risk,38162.16261277394,7.737015563399765,20,6.278472624865403,11.664424381576257,Very Low Market Risk,32.32676317831162,Low Risk,0.4126225922199896,Low Risk / Low Return (SAFE)
GLANDORE,1417000.0,1472512.2066726682,-55512.206672668224,-3.917586921148075,55512.206672668224,16.73782156540777,1718978.672354388,1657933.3040264137,1780024.0406823626,799.0,80.21038790269559,0.5525969756738988,0.6302681992337165,4.919469661055176,3041.0,21.31112719508737,55512.206672668224,3.7698978943003287,Fairly Valued,61.38843311732679,57.64901336725913,93.7843233560632,39.97856377277599,67.41637645661733,64.3240701598036,Premium (>$1M),5.01352808722168,Very Low Crime Risk,60.02143622722401,23.92618487832395,32.58362354338267,43.70529828578572,Moderate Economic Risk,55512.206672668224,11.267561726131444,20,14.594549821916674,15.155662145931746,Very Low Market Risk,26.387839998245717,Low Risk,0.7781236927210184,Low Risk / High Return (BEST)
GLANVILLE,870000.0,889345.9754036798,-19345.975403679768,-2.223675333756295,19345.975403679768,,,,,790.0,80.93278463648834,0.429355281207133,0.6058158319870759,5.344305991729695,728.0,,19345.975403679768,2.175303643207977,Fairly Valued,58.25855746694665,50.0,93.17688541849616,39.01393354769561,42.67190617371241,58.73222497330881,Upper-Mid ($750k-$1M),5.063294273899563,Very Low Crime Risk,60.98606645230439,27.127395842922198,57.3280938262876,50.09687074428638,Moderate Economic Risk,19345.975403679768,3.9081251398953825,50,5.533007537480328,20.446501940328236,Low Market Risk,30.656724042378706,Low Risk,,Unknown Growth
GLEN OSMOND,2034000.0,2026852.106553204,7147.893446796108,0.3514205234413032,7147.893446796108,8.415178571428573,2197415.330698417,2136369.9623704427,2258460.6990263923,927.0,67.74941995359629,0.5758700696055684,0.5780979827089338,4.078561074826789,2154.0,8.034185383403024,-7147.893446796108,-0.3526598425058044,Fairly Valued,53.2966611390466,38.71032916953558,94.98666821317556,53.69774919614147,72.08914879778919,59.92749153593312,Premium (>$1M),4.155087249752556,Very Low Crime Risk,46.30225080385853,30.756111301400395,27.910851202210807,37.96012903279154,Low Economic Risk,7147.893446796108,1.4259474983347113,40,24.81570446450758,20.77430511546078,Low Market Risk,24.381451714413693,Low Risk,0.3165376619825314,Low Risk / Low Return (SAFE)
GLENALTA,1100000.0,1071497.381300353,28502.61869964702,2.591147154513365,28502.61869964702,17.460317460317462,1258584.225654383,1197538.8573264084,1319629.5939823575,945.0,10.294117647058824,0.5504901960784314,0.6236230110159119,1.2478786831076525,2039.0,14.416747786762087,-28502.61869964702,-2.6600735752668547,Fairly Valued,48.76766070362279,47.81463462209867,99.03402421778844,55.62700964630225,66.99337720041407,61.43415087715593,Premium (>$1M),0.19696954729664656,Very Low Crime Risk,44.37299035369775,24.796147658208895,33.00662279958593,36.22666403422873,Low Economic Risk,28502.61869964702,5.771402935645079,20,9.343162428559596,11.64435178139793,Very Low Market Risk,20.50129323758295,Low Risk,0.6705060773536399,Low Risk / Low Return (SAFE)
GLENELG,1949000.0,2095106.9571388715,-146106.95713887154,-7.496508832163752,146106.95713887154,15.978260869565217,2429868.6122469306,2368823.243918956,2490913.9805749054,915.0,197.6169718105202,0.5704736995059576,0.4970340305963159,10.761198720799268,3440.0,24.672581439042105,146106.95713887154,6.973723066549248,Undervalued,67.67691332966145,62.4439067451401,85.43172355311692,52.41157556270096,71.00566548361434,67.96269827857341,Premium (>$1M),13.10171245828467,Very Low Crime Risk,47.58842443729904,41.36869574850467,28.994334516385663,42.00368784647806,Moderate Economic Risk,146106.95713887154,29.702612814067237,20,23.40760374389133,24.73294606159973,Low Market Risk,29.878946873044377,Low Risk,0.7990098088668921,Low Risk / High Return (BEST)
GLENELG EAST,1827000.0,1924786.7255874253,-97786.72558742527,-5.3523111979981,97786.72558742527,17.141137008686677,2254717.05534538,2193671.687017405,2315762.4236733546,976.0,46.93983402489626,0.5471991701244814,0.63838199513382,3.045054853520996,3855.0,23.4108952022649,97786.72558742527,5.080392767026268,Undervalued,63.96067742918427,60.64419431634048,96.46439232056522,58.949624866023576,66.33260493279691,69.11783449513668,Premium (>$1M),2.7215069336014217,Very Low Crime Risk,41.050375133976424,22.86395756356397,33.66739506720309,34.11785384949802,Low Economic Risk,97786.72558742527,19.8699687298594,20,21.38656506253624,20.29462875757782,Low Market Risk,21.934304756345,Low Risk,1.0207806799021473,Low Risk / High Return (BEST)
GLENELG NORTH,1400000.0,1412620.5860028276,-12620.586002827622,-0.9014704287734016,12620.586002827622,12.38095238095238,1587516.468079368,1526471.0997513935,1648561.8364073427,950.0,46.55041698256255,0.5367702805155421,0.6317460317460317,2.966275891459793,6594.0,13.39403343424058,12620.586002827622,0.8934165428339835,Fairly Valued,55.74246459927921,46.35579986770978,96.5770317696494,56.162915326902464,64.238692234431,62.47540222311956,Premium (>$1M),2.6946798449425624,Very Low Crime Risk,43.837084673097536,23.732712663771252,35.761307765569,36.19061768879394,Low Economic Risk,12620.586002827622,2.5395811949874108,20,14.312929677793424,11.594064897443321,Very Low Market Risk,21.222525777368407,Low Risk,0.6027232713520426,Low Risk / Low Return (SAFE)
GLENELG SOUTH,2681200.0,2462707.1377757327,218492.86222426733,8.149069902441717,218492.86222426733,,,,,889.0,46.681922196796336,0.5551487414187642,0.5496957403651116,3.24261750253605,2184.0,,-218492.86222426733,-8.872060297904754,Overvalued,36.57474957883343,50.0,96.181914012113,49.62486602357985,67.92872004225171,56.94540958383477,Premium (>$1M),2.703739289337214,Very Low Crime Risk,50.37513397642015,34.474424898326745,32.07127995774829,41.944150449257755,Moderate Economic Risk,218492.86222426733,44.4323609664567,50,35.537149010188024,44.157231639129684,Moderate Market Risk,30.614643339255977,Low Risk,,Unknown Growth
GLENGOWRIE,1500000.0,1550438.48960648,-50438.489606480114,-3.3625659737653413,50438.489606480114,17.697228144989335,1824823.1263598653,1763777.758031891,1885868.49468784,856.0,35.714285714285715,0.4980929264909847,0.6023451964616334,2.323722238549057,5767.0,21.6548750906577,50438.489606480114,3.253175791532498,Fairly Valued,60.374209012129896,58.139347130122296,97.49576549724884,46.08788853161844,56.47305219334783,64.70674108469686,Premium (>$1M),1.9481746264986535,Very Low Crime Risk,53.91211146838156,27.581758252340734,43.52694780665218,43.93597277122343,Moderate Economic Risk,50438.489606480114,10.235115222999864,20,15.969518760871365,15.086425779417787,Very Low Market Risk,25.56972392944487,Low Risk,0.8150207035707858,Low Risk / High Return (BEST)
GLENSIDE,1240000.0,1232840.2643768457,7159.735623154324,0.5773980341253487,7159.735623154324,0.1749271137026228,1234996.836267884,1173951.4679399093,1296042.2045958585,761.0,96.03925692253767,0.5867507886435331,0.4911993450675399,5.922789440318,2852.0,-0.403480946138396,-7159.735623154324,-0.5807512806027064,Fairly Valued,52.8489623983352,26.67455314163133,92.34976031747377,35.90568060021436,74.27377981942904,53.8065091403782,Premium (>$1M),6.10398491474,Very Low Crime Risk,64.09431939978563,42.13255059745663,25.726220180570962,49.832168915244,Moderate Economic Risk,7159.735623154324,1.4283572530394002,80,11.662387144868715,31.48693968743294,Low Market Risk,33.044667869530585,Low Risk,-0.011851516592397273,Low Risk / Low Return (SAFE)
GLENUNGA,2447500.0,2595289.252040258,-147789.25204025814,-6.038375977130057,147789.25204025814,19.16013009374402,3092550.0490401275,3031504.6807121527,3153595.4173681024,902.0,63.61556064073226,0.5743707093821511,0.5482233502538071,4.0592128728647,2184.0,26.355466763641576,147789.25204025814,5.694519480789097,Undervalued,65.1660876746668,64.8444319681643,95.01433258895251,51.018220793140415,71.78810721724093,69.59534465292678,Premium (>$1M),3.8703041040924293,Very Low Crime Risk,48.981779206859585,34.66718461442832,28.211892782759065,40.533423544310104,Moderate Economic Risk,147789.25204025814,30.044941616701397,20,31.665700323034873,26.934401727439276,Low Market Risk,26.814683348870638,Low Risk,0.9475379041017086,Low Risk / High Return (BEST)
GLYNDE,1425000.0,1510515.097245148,-85515.09724514792,-6.001059455799854,85515.09724514792,21.118012422360245,1829505.8631230053,1768460.494795031,1890551.23145098,661.0,42.32049453162149,0.4821683309557774,0.4994535519125683,3.182295211127939,2102.0,28.386376359509143,85515.09724514792,5.661320260956605,Undervalued,65.10092411992919,67.74139092270404,96.26816381147476,25.18756698821008,53.27571153121924,64.82496393030316,Premium (>$1M),2.4032788730399135,Very Low Crime Risk,74.81243301178992,41.05194121555734,46.72428846878077,59.066656564318315,Moderate Economic Risk,85515.09724514792,17.37282519496508,20,14.727076948562908,17.63089931512676,Very Low Market Risk,33.78049180709648,Low Risk,0.8161579921568933,Low Risk / High Return (BEST)
GOLDEN GROVE,1160000.0,1160140.4076973218,-140.40769732184708,-0.0121041118380902,140.40769732184708,23.1638418079096,1428873.496485967,1367828.1281579924,1489918.8648139415,792.0,43.592233009708735,0.4448543689320388,0.6030933829515059,2.9136225954885484,10299.0,23.17874969706612,140.40769732184708,0.0121026469201716,Fairly Valued,54.01261833821769,60.31305402264637,96.65231631384106,39.228295819935695,45.783813367786976,61.07513797966416,Premium (>$1M),2.4908894221264983,Very Low Crime Risk,60.771704180064305,27.48380852130711,54.21618663221303,49.47423197286689,Moderate Economic Risk,140.40769732184708,0.0,20,10.337115878406362,9.584278969601591,Very Low Market Risk,27.401238606991715,Low Risk,0.8161175650754914,Low Risk / High Return (BEST)
