Suburb,G01_Population_Total,Current_Price_2025,Indian_Population,Indian_Percent,Chinese_Population,Chinese_Percent,Vietnamese_Population,Vietnamese_Percent,Italian_Population,Italian_Percent,Greek_Population,Greek_Percent,Cultural_Diversity_Index
ROYAL PARK,3453.0,930000.0,76.0,2.2009846510280915,56.0,1.6217781639154358,27.0,0.7819287576020852,160.0,4.633651896901245,45.0,1.3032145960034751,0.9968744991386128
ROYSTON PARK,1246.0,1765000.0,36.0,2.889245585874799,74.0,5.9390048154093105,3.0,0.2407704654895666,82.0,6.5810593900481535,39.0,3.1300160513643664,0.9903215168152857
SALISBURY,8841.0,796250.0,140.0,1.583531274742676,114.0,1.2894468951476077,193.0,2.1830109716095465,392.0,4.433887569279493,51.0,0.5768578215134035,0.9971072094581086
SALISBURY DOWNS,6296.0,760000.0,149.0,2.3665819567979667,168.0,2.6683608640406606,411.0,6.527954256670903,171.0,2.716010165184244,52.0,0.8259212198221092,0.993660609628509
SALISBURY EAST,9273.0,790000.0,219.0,2.361695244257522,99.0,1.0676156583629894,97.0,1.046047665264747,195.0,2.1028793270786155,90.0,0.9705596894208993,0.998682428908628
SALISBURY HEIGHTS,4488.0,882500.0,39.0,0.8689839572192514,26.0,0.5793226381461676,28.0,0.6238859180035651,154.0,3.431372549019608,26.0,0.5793226381461676,0.998641008623511
SALISBURY NORTH,10683.0,703000.0,124.0,1.160722643452214,118.0,1.1045586445754938,248.0,2.321445286904428,108.0,1.0109519797809603,71.0,0.6646073200411869,0.9990579838130305
SALISBURY PARK,2276.0,737750.0,19.0,0.8347978910369069,23.0,1.0105448154657293,16.0,0.7029876977152899,34.0,1.493848857644991,9.0,0.39543057996485065,0.9995399770200858
SALISBURY PLAIN,1333.0,680000.0,21.0,1.5753938484621155,0.0,0.0,13.0,0.9752438109527383,52.0,3.900975243810953,30.0,2.250562640660165,0.9976284393679065
SCOTT CREEK,225.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.666666666666667,0.0,0.0,0.9992888888888889
SEACLIFF,2117.0,1525000.0,10.0,0.47236655644780345,20.0,0.9447331128956069,8.0,0.3778932451582428,27.0,1.2753897024090695,11.0,0.5196032120925839,0.9996844939485984
SEACLIFF PARK,2644.0,1367708.0,23.0,0.869894099848714,52.0,1.9667170953101363,0.0,0.0,26.0,0.9833585476550681,13.0,0.49167927382753407,0.9994166565580506
SEACOMBE GARDENS,3373.0,951750.0,131.0,3.8837829825081527,253.0,7.500741179958494,35.0,1.0376519418914911,34.0,1.0080047435517345,33.0,0.9783575452119775,0.9925605132894247
SEACOMBE HEIGHTS,1549.0,985275.0,54.0,3.4861200774693355,70.0,4.519044544867656,6.0,0.38734667527437056,30.0,1.9367333763718526,38.0,2.4531956100710137,0.9957506060887696
SEAFORD,4493.0,923720.0,11.0,0.24482528377476076,13.0,0.2893389717338081,6.0,0.13354106387714224,36.0,0.8012463832628534,14.0,0.31159581571333184,0.9999099422605058
SEAFORD HEIGHTS,1079.0,950000.0,34.0,3.151065801668211,6.0,0.5560704355885079,0.0,0.0,17.0,1.5755329008341055,3.0,0.27803521779425394,0.9987201962480277
SEAFORD MEADOWS,5102.0,830500.0,68.0,1.3328106624852998,32.0,0.6272050176401411,3.0,0.058800470403763225,41.0,0.8036064288514309,8.0,0.15680125441003528,0.9997156402182616
SEAFORD RISE,6105.0,862500.0,19.0,0.31122031122031124,33.0,0.5405405405405406,3.0,0.04914004914004914,41.0,0.6715806715806716,22.0,0.36036036036036034,0.9999027662909726
SEATON,10877.0,1100000.0,387.0,3.557966351015905,180.0,1.6548680702399559,111.0,1.0205019766479728,1198.0,11.01406637859704,328.0,3.015537372437253,0.9853157738994089
SEAVIEW DOWNS,2718.0,1133000.0,19.0,0.6990434142752024,56.0,2.060338484179544,16.0,0.5886681383370125,38.0,1.398086828550405,26.0,0.9565857247976454,0.9992050110429421
SEFTON PARK,1274.0,1010500.0,86.0,6.750392464678178,43.0,3.375196232339089,44.0,3.453689167974882,78.0,6.122448979591836,39.0,3.061224489795918,0.9884256806212401
SELLICKS BEACH,2705.0,872000.0,3.0,0.11090573012939,8.0,0.29574861367837335,0.0,0.0,32.0,1.1829944547134934,25.0,0.9242144177449169,0.9997646584506681
SEMAPHORE,2749.0,1300000.0,5.0,0.18188432157148052,16.0,0.5820298290287377,3.0,0.10913059294288831,85.0,3.0920334667151694,27.0,0.9821753364859949,0.9989090910534483
SEMAPHORE PARK,4541.0,1510000.0,14.0,0.30830213609337154,45.0,0.9909711517286941,16.0,0.35234529839242457,104.0,2.2902444395507597,60.0,1.3212948689715922,0.9991807739036359
SEMAPHORE SOUTH,1031.0,1050000.0,0.0,0.0,6.0,0.5819592628516004,0.0,0.0,25.0,2.424830261881668,17.0,1.6488845780795343,0.9991062701265616
SHEIDOW PARK,6731.0,942500.0,193.0,2.8673302629624127,98.0,1.4559500817114843,12.0,0.17827960184222255,86.0,1.2776704798692617,29.0,0.43084237111870444,0.998780877590235
SKYE,293.0,1940000.0,10.0,3.4129692832764507,18.0,6.143344709897611,0.0,0.0,29.0,9.897610921501707,4.0,1.3651877133105803,0.985078451700078
SMITHFIELD,2482.0,680000.0,26.0,1.04754230459307,6.0,0.24174053182917005,3.0,0.12087026591458502,31.0,1.248992747784045,10.0,0.40290088638195,0.9997107295005913
SMITHFIELD PLAINS,3305.0,535000.0,20.0,0.6051437216338881,10.0,0.30257186081694404,18.0,0.5446293494704992,17.0,0.5143721633888049,8.0,0.2420574886535552,0.9998922459666622
SOMERTON PARK,5811.0,2035000.0,49.0,0.8432283600068835,116.0,1.9962140767509895,16.0,0.2753398726553089,98.0,1.686456720013767,46.0,0.791602133884013,0.9991757513040338
SOUTH BRIGHTON,2763.0,1597500.0,24.0,0.8686210640608035,30.0,1.0857763300760044,5.0,0.18096272167933405,36.0,1.3029315960912053,11.0,0.39811798769453494,0.999617771102526
SOUTH PLYMPTON,4721.0,1205000.0,266.0,5.634399491633128,474.0,10.040245710654522,33.0,0.699004448210125,108.0,2.2876509214149543,101.0,2.1393772505825037,0.985714811946119
SPRINGFIELD,548.0,,15.0,2.737226277372263,41.0,7.481751824817519,7.0,1.2773722627737227,14.0,2.5547445255474455,18.0,3.2846715328467155,0.9917583515371091
ST AGNES,4233.0,891500.0,98.0,2.3151429246397357,63.0,1.48830616583983,5.0,0.11811953697141507,211.0,4.984644460193716,27.0,0.6378454996456413,0.9967157578494241
ST CLAIR,2634.0,1142000.0,161.0,6.112376613515566,193.0,7.327258921791952,134.0,5.087319665907366,79.0,2.999240698557327,31.0,1.1769172361427487,0.9872688728495828
ST GEORGES,1726.0,2280000.0,92.0,5.330243337195829,367.0,21.2630359212051,16.0,0.9269988412514484,40.0,2.317497103128621,36.0,2.085747392815759,0.9508891347518492
ST KILDA,88.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST MARYS,3010.0,990000.0,193.0,6.411960132890365,105.0,3.488372093023256,24.0,0.7973421926910298,54.0,1.7940199335548173,68.0,2.259136212624585,0.9937760068873412
ST MORRIS,1598.0,1550000.0,30.0,1.877346683354193,117.0,7.321652065081352,11.0,0.688360450563204,157.0,9.824780976220275,33.0,2.065081351689612,0.9841604258138693
ST PETERS,3231.0,2530000.0,92.0,2.847415660786134,236.0,7.304240173320952,42.0,1.2999071494893222,188.0,5.818632002476014,102.0,3.1569173630454963,0.9893027935330525
STEPNEY,942.0,1432500.0,27.0,2.8662420382165608,29.0,3.0785562632696393,6.0,0.6369426751592357,57.0,6.050955414012739,19.0,2.0169851380042463,0.9941219161471504
STIRLING,3067.0,1830000.0,8.0,0.26084121291164003,34.0,1.1085751548744702,0.0,0.0,41.0,1.3368112161721553,12.0,0.39126181936746,0.9996762872948664
STONYFELL,1266.0,1675000.0,22.0,1.7377567140600316,180.0,14.218009478672986,13.0,1.0268562401263823,16.0,1.263823064770932,10.0,0.7898894154818324,0.9791552800301481
STURT,2787.0,920000.0,139.0,4.987441693577323,178.0,6.386795837818443,3.0,0.1076426264800861,49.0,1.7581628991747398,21.0,0.7534983853606028,0.9930663780747381
SUMMERTOWN,752.0,1371250.0,0.0,0.0,6.0,0.7978723404255319,0.0,0.0,8.0,1.0638297872340425,0.0,0.0,0.9998231665912177
SURREY DOWNS,3358.0,838500.0,18.0,0.5360333531864204,16.0,0.4764740917212627,6.0,0.1786777843954735,43.0,1.2805241215008933,15.0,0.44669446098868376,0.999761443696633
TAPEROO,3250.0,797750.0,7.0,0.21538461538461537,23.0,0.7076923076923077,21.0,0.6461538461538461,35.0,1.0769230769230769,14.0,0.43076923076923074,0.9997689940828403
TEA TREE GULLY,3499.0,950500.0,25.0,0.7144898542440697,27.0,0.7716490425835952,0.0,0.0,82.0,2.3435267219205485,12.0,0.3429551300371535,0.9993284326285687
TENNYSON,1137.0,1637000.0,23.0,2.0228671943711523,16.0,1.4072119613016711,21.0,1.8469656992084433,52.0,4.573438874230431,42.0,3.6939313984168867,0.9955955008203322
TERINGIE,831.0,1380000.0,5.0,0.601684717208183,53.0,6.377858002406739,9.0,1.083032490974729,69.0,8.303249097472925,13.0,1.5643802647412757,0.988639671223831
THEBARTON,1442.0,1170000.0,37.0,2.565880721220527,65.0,4.507628294036061,19.0,1.3176144244105408,31.0,2.1497919556171983,129.0,8.945908460471568,0.9886710551880287
THORNGATE,180.0,,15.0,8.333333333333332,0.0,0.0,10.0,5.555555555555555,8.0,4.444444444444445,20.0,11.11111111111111,0.9756481481481482
TONSLEY,743.0,820000.0,24.0,3.2301480484522207,51.0,6.864064602960969,9.0,1.2113055181695829,9.0,1.2113055181695829,3.0,0.4037685060565276,0.993935320958828
TOORAK GARDENS,2604.0,2850000.0,77.0,2.956989247311828,194.0,7.450076804915515,62.0,2.380952380952381,107.0,4.109062980030722,54.0,2.0737327188940093,0.9908898869988508
TORRENS PARK,2687.0,1387500.0,45.0,1.6747301823595087,115.0,4.279866021585412,11.0,0.40937848902121327,26.0,0.9676218831410495,51.0,1.8980275400074433,0.9974171634254939
TORRENSVILLE,4110.0,1045000.0,157.0,3.8199513381995134,192.0,4.671532846715328,36.0,0.8759124087591241,274.0,6.666666666666667,371.0,9.026763990267641,0.9836890617507592
TRANMERE,4136.0,1345067.0,117.0,2.8288201160541586,558.0,13.49129593810445,30.0,0.7253384912959381,495.0,11.96808510638298,70.0,1.6924564796905222,0.9663357124685266
TRINITY GARDENS,1264.0,1380000.0,14.0,1.1075949367088607,112.0,8.860759493670885,11.0,0.870253164556962,182.0,14.39873417721519,49.0,3.8765822784810124,0.9697151398013139
TROTT PARK,3124.0,921500.0,56.0,1.792573623559539,38.0,1.2163892445582587,3.0,0.09603072983354673,27.0,0.8642765685019207,15.0,0.4801536491677336,0.9994320333595099
TUSMORE,1503.0,2685000.0,41.0,2.7278775781769795,160.0,10.645375914836992,14.0,0.9314703925482368,75.0,4.990019960079841,25.0,1.66333998669328,0.9850700019344766
UNDERDALE,2429.0,1100000.0,148.0,6.093042404281598,156.0,6.422396047756278,24.0,0.9880609304240429,184.0,7.575133799917662,112.0,4.610951008645533,0.9842007877572376
UNLEY,3997.0,2100000.0,90.0,2.251688766574931,235.0,5.879409557167876,22.0,0.5504128096072054,174.0,4.353264948711534,176.0,4.403302476857643,0.9921719498280203
UNLEY PARK,1383.0,2950000.0,26.0,1.8799710773680405,55.0,3.976861894432393,4.0,0.28922631959508316,26.0,1.8799710773680405,55.0,3.976861894432393,0.9961216904577797
UPPER STURT,1005.0,,9.0,0.8955223880597015,9.0,0.8955223880597015,4.0,0.3980099502487562,6.0,0.5970149253731344,0.0,0.0,0.9997881240563352
URAIDLA,581.0,865000.0,3.0,0.5163511187607573,4.0,0.6884681583476765,0.0,0.0,12.0,2.0654044750430294,0.0,0.0,0.9994993497471568
URRBRAE,1070.0,1455000.0,21.0,1.9626168224299065,118.0,11.02803738317757,0.0,0.0,20.0,1.8691588785046727,11.0,1.0280373831775702,0.986997991090925
VALE PARK,2452.0,1562500.0,144.0,5.872756933115824,200.0,8.156606851549755,48.0,1.957585644371941,139.0,5.66884176182708,53.0,2.161500815660685,0.9858340496422004
VALLEY VIEW,6405.0,900000.0,438.0,6.838407494145199,168.0,2.622950819672131,50.0,0.78064012490242,194.0,3.02888368462139,63.0,0.9836065573770493,0.9935605294702312
VIRGINIA,2759.0,848000.0,21.0,0.7611453425154041,52.0,1.8847408481333816,248.0,8.98876404494382,110.0,3.9869517941283075,99.0,3.5882566147154766,0.9886299160505517
VISTA,1035.0,895000.0,11.0,1.0628019323671498,6.0,0.5797101449275363,0.0,0.0,19.0,1.8357487922705313,0.0,0.0,0.9995164414572102
WALKERVILLE,2867.0,2975000.0,101.0,3.5228461806766656,246.0,8.58039762818277,36.0,1.2556679455877224,101.0,3.5228461806766656,35.0,1.2207882804325079,0.9898488860101642
WALKLEY HEIGHTS,3513.0,1115000.0,244.0,6.9456305152291495,116.0,3.302021064617136,102.0,2.9035012809564473,84.0,2.391118701964133,19.0,0.5408482778252206,0.9926414588439717
WARRADALE,5801.0,1235000.0,164.0,2.827098776073091,273.0,4.706085157731425,21.0,0.3620065505947251,98.0,1.6893639027753835,38.0,0.6550594725047406,0.9966446172947314
WATERFALL GULLY,161.0,1900000.0,0.0,0.0,15.0,9.316770186335404,0.0,0.0,6.0,3.7267080745341614,4.0,2.484472049689441,0.9893136838856526
WATTLE PARK,1885.0,1998750.0,67.0,3.5543766578249336,319.0,16.923076923076923,4.0,0.21220159151193632,75.0,3.978779840848806,34.0,1.8037135278514589,0.9681846773001991
WAYVILLE,1922.0,1930000.0,82.0,4.266389177939646,95.0,4.94276795005203,17.0,0.8844953173777315,36.0,1.8730489073881373,45.0,2.3413111342351716,0.9947594586371074
WELLAND,881.0,1750500.0,24.0,2.724177071509648,25.0,2.837684449489217,12.0,1.362088535754824,74.0,8.39954597048808,96.0,10.896708286038592,0.9793380497087589
WEST BEACH,5175.0,1626000.0,89.0,1.7198067632850242,103.0,1.9903381642512077,13.0,0.25120772946859904,189.0,3.6521739130434785,153.0,2.9565217391304346,0.9970938318280473
WEST CROYDON,4242.0,1236000.0,89.0,2.098066949552098,107.0,2.5223950966525224,131.0,3.088165959453088,305.0,7.1900047147571895,241.0,5.681282413955682,0.9895725731393102
WEST HINDMARSH,1560.0,1195000.0,65.0,4.166666666666666,41.0,2.628205128205128,37.0,2.371794871794872,93.0,5.961538461538462,78.0,5.0,0.9909566074950691
WEST LAKES,6768.0,1350000.0,55.0,0.8126477541371158,212.0,3.1323877068557917,19.0,0.28073286052009455,367.0,5.4225768321513,169.0,2.4970449172576834,0.9953809367123272
WEST LAKES SHORE,3236.0,1355000.0,30.0,0.9270704573547589,57.0,1.761433868974042,21.0,0.6489493201483313,124.0,3.8318912237330034,60.0,1.8541409147095178,0.9977495526990088
WEST RICHMOND,1087.0,886000.0,104.0,9.567617295308189,47.0,4.323827046918123,8.0,0.7359705611775529,28.0,2.5758969641214353,54.0,4.967801287948482,0.9857909271485626
WESTBOURNE PARK,2564.0,2567500.0,38.0,1.4820592823712948,101.0,3.939157566302652,9.0,0.3510140405616225,52.0,2.02808112324493,63.0,2.4570982839313573,0.9972012882075345
WILLASTON,3458.0,720000.0,7.0,0.20242914979757085,23.0,0.6651243493348756,0.0,0.0,21.0,0.6072874493927125,6.0,0.1735106998264893,0.999911772803009
WILLUNGA,2445.0,961500.0,3.0,0.1226993865030675,0.0,0.0,0.0,0.0,18.0,0.7361963190184049,0.0,0.0,0.9999442959840416
WILLUNGA SOUTH,470.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6382978723404255,0.0,0.0,0.9999592575826166
WINDSOR GARDENS,5827.0,994500.0,561.0,9.627595675304617,478.0,8.203192037068817,55.0,0.9438819289514331,237.0,4.067273039299811,65.0,1.1154968251244206,0.9821339085676948
WINGFIELD,440.0,,0.0,0.0,43.0,9.772727272727273,89.0,20.227272727272727,3.0,0.6818181818181818,23.0,5.227272727272727,0.9467561983471074
WOODCROFT,11326.0,905000.0,186.0,1.642239095885573,93.0,0.8211195479427865,6.0,0.052975454705986226,87.0,0.7681440932368002,34.0,0.300194243333922,0.9995945845109424
WOODFORDE,1024.0,1179000.0,47.0,4.58984375,124.0,12.109375,4.0,0.390625,51.0,4.98046875,18.0,1.7578125,0.9804248809814453
WOODSIDE,2701.0,800000.0,10.0,0.37023324694557574,10.0,0.37023324694557574,7.0,0.259163272861903,23.0,0.8515364679748241,5.0,0.18511662347278787,0.9998899306563135
WOODVILLE,2180.0,1665500.0,94.0,4.3119266055045875,73.0,3.3486238532110093,82.0,3.761467889908257,184.0,8.440366972477065,64.0,2.9357798165137616,0.9876186768790506
WOODVILLE GARDENS,2412.0,1011000.0,180.0,7.462686567164178,201.0,8.333333333333332,488.0,20.23217247097844,28.0,1.1608623548922055,20.0,0.8291873963515755,0.9463487908715131
WOODVILLE NORTH,2721.0,900000.0,131.0,4.814406468210216,176.0,6.468210216832047,479.0,17.603822124219036,67.0,2.4623300257258363,62.0,2.278574053656744,0.9613834224694993
WOODVILLE PARK,1852.0,1050000.0,41.0,2.2138228941684663,57.0,3.077753779697624,90.0,4.859611231101512,167.0,9.017278617710584,52.0,2.8077753779697625,0.9872815682304811
WOODVILLE SOUTH,3464.0,1055000.0,158.0,4.5612009237875295,70.0,2.020785219399538,59.0,1.7032332563510393,228.0,6.581986143187067,102.0,2.9445727482678983,0.9920217819445407
WOODVILLE WEST,3854.0,1073000.0,227.0,5.889984431759212,82.0,2.127659574468085,60.0,1.5568240788790866,188.0,4.878048780487805,82.0,2.127659574468085,0.9930035151746587
WYNN VALE,7865.0,897000.0,85.0,1.080737444373808,142.0,1.8054672600127146,23.0,0.29243483788938335,156.0,1.9834710743801653,37.0,0.47043865225683407,0.99913313063865
YATALA VALE,260.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.6923076923076925,0.0,0.0,0.9992751479289941
